,,All HRPs,White: Total,White: Scottish	,White: Other British	,White: Irish	,White: Other (1)	,Mixed or multiple ethnic groups	,Asian Asian Scottish or Asian British	,African,Caribbean or Black,Other ethnic groups
S01012741,One family household: Couple family,136,135,128,6,1,0,0,1,0,0,0
S01012741,One family household: Lone parent,15,15,13,1,1,0,0,0,0,0,0
S01012741,Other household types,6,5,5,0,0,0,0,0,1,0,0
S01012742,All households,276,271,247,16,1,7,0,4,0,0,1
S01012742,One person household,42,42,38,3,1,0,0,0,0,0,0
S01012742,One family household: Total,229,224,205,13,0,6,0,4,0,0,1
S01012742,One family household: All aged 65 and over,40,40,37,3,0,0,0,0,0,0,0
S01012742,One family household: Couple family,167,162,148,10,0,4,0,4,0,0,1
S01012742,One family household: Lone parent,22,22,20,0,0,2,0,0,0,0,0
S01012742,Other household types,5,5,4,0,0,1,0,0,0,0,0
S01012743,All households,237,237,222,9,4,2,0,0,0,0,0
S01012743,One person household,47,47,44,2,0,1,0,0,0,0,0
S01012743,One family household: Total,186,186,174,7,4,1,0,0,0,0,0
S01012743,One family household: All aged 65 and over,32,32,30,1,1,0,0,0,0,0,0
S01012743,One family household: Couple family,134,134,124,6,3,1,0,0,0,0,0
S01012743,One family household: Lone parent,20,20,20,0,0,0,0,0,0,0,0
S01012743,Other household types,4,4,4,0,0,0,0,0,0,0,0
S01012744,All households,277,274,255,16,3,0,0,1,0,1,1
S01012744,One person household,58,58,55,3,0,0,0,0,0,0,0
S01012744,One family household: Total,214,211,196,12,3,0,0,1,0,1,1
S01012744,One family household: All aged 65 and over,16,16,13,3,0,0,0,0,0,0,0
S01012744,One family household: Couple family,182,180,168,9,3,0,0,1,0,0,1
S01012744,One family household: Lone parent,16,15,15,0,0,0,0,0,0,1,0
S01012744,Other household types,5,5,4,1,0,0,0,0,0,0,0
S01012745,All households,302,298,276,10,6,6,0,4,0,0,0
S01012745,One person household,66,66,60,4,2,0,0,0,0,0,0
S01012745,One family household: Total,231,227,211,6,4,6,0,4,0,0,0
S01012745,One family household: All aged 65 and over,49,49,45,2,1,1,0,0,0,0,0
S01012745,One family household: Couple family,161,157,146,4,2,5,0,4,0,0,0
S01012745,One family household: Lone parent,21,21,20,0,1,0,0,0,0,0,0
S01012745,Other household types,5,5,5,0,0,0,0,0,0,0,0
S01012746,All households,311,306,283,15,2,6,0,4,0,0,1
S01012746,One person household,67,66,60,4,0,2,0,1,0,0,0
S01012746,One family household: Total,232,229,214,10,2,3,0,2,0,0,1
S01012746,One family household: All aged 65 and over,20,20,19,0,1,0,0,0,0,0,0
S01012746,One family household: Couple family,190,188,175,9,1,3,0,1,0,0,1
S01012746,One family household: Lone parent,22,21,20,1,0,0,0,1,0,0,0
S01012746,Other household types,12,11,9,1,0,1,0,1,0,0,0
S01012747,All households,348,347,319,17,1,10,0,1,0,0,0
S01012747,One person household,93,92,84,4,0,4,0,1,0,0,0
S01012747,One family household: Total,242,242,226,12,1,3,0,0,0,0,0
S01012747,One family household: All aged 65 and over,25,25,23,1,1,0,0,0,0,0,0
S01012747,One family household: Couple family,161,161,149,9,0,3,0,0,0,0,0
S01012747,One family household: Lone parent,56,56,54,2,0,0,0,0,0,0,0
S01012747,Other household types,13,13,9,1,0,3,0,0,0,0,0
S01012748,All households,369,361,342,12,3,4,1,3,4,0,0
S01012748,One person household,132,131,127,2,1,1,1,0,0,0,0
S01012748,One family household: Total,215,211,197,10,2,2,0,1,3,0,0
S01012748,One family household: All aged 65 and over,12,12,12,0,0,0,0,0,0,0,0
S01012748,One family household: Couple family,101,100,89,8,1,2,0,1,0,0,0
S01012748,One family household: Lone parent,102,99,96,2,1,0,0,0,3,0,0
S01012748,Other household types,22,19,18,0,0,1,0,2,1,0,0
S01012749,All households,387,387,351,5,6,25,0,0,0,0,0
S01012749,One person household,126,126,113,0,4,9,0,0,0,0,0
S01012749,One family household: Total,245,245,227,5,2,11,0,0,0,0,0
S01012749,One family household: All aged 65 and over,19,19,19,0,0,0,0,0,0,0,0
S01012749,One family household: Couple family,133,133,122,1,1,9,0,0,0,0,0
S01012749,One family household: Lone parent,93,93,86,4,1,2,0,0,0,0,0
S01012749,Other household types,16,16,11,0,0,5,0,0,0,0,0
S01012750,All households,336,334,301,6,4,23,0,0,1,0,1
S01012750,One person household,102,102,92,2,3,5,0,0,0,0,0
S01012750,One family household: Total,206,204,185,4,1,14,0,0,1,0,1
S01012750,One family household: All aged 65 and over,16,16,14,0,1,1,0,0,0,0,0
S01012750,One family household: Couple family,116,115,100,2,0,13,0,0,0,0,1
S01012750,One family household: Lone parent,74,73,71,2,0,0,0,0,1,0,0
S01012750,Other household types,28,28,24,0,0,4,0,0,0,0,0
S01012751,All households,423,421,411,2,3,5,1,0,1,0,0
S01012751,One person household,187,187,183,1,1,2,0,0,0,0,0
S01012751,One family household: Total,221,219,214,1,2,2,1,0,1,0,0
S01012751,One family household: All aged 65 and over,58,58,58,0,0,0,0,0,0,0,0
S01012751,One family household: Couple family,128,127,122,1,2,2,1,0,0,0,0
S01012751,One family household: Lone parent,35,34,34,0,0,0,0,0,1,0,0
S01012751,Other household types,15,15,14,0,0,1,0,0,0,0,0
S01012752,All households,375,368,353,11,1,3,1,4,2,0,0
S01012752,One person household,118,115,111,4,0,0,1,1,1,0,0
S01012752,One family household: Total,236,232,221,7,1,3,0,3,1,0,0
S01012752,One family household: All aged 65 and over,16,16,16,0,0,0,0,0,0,0,0
S01012752,One family household: Couple family,149,146,136,7,1,2,0,2,1,0,0
S01012752,One family household: Lone parent,71,70,69,0,0,1,0,1,0,0,0
S01012752,Other household types,21,21,21,0,0,0,0,0,0,0,0
S01012753,All households,235,229,222,4,1,2,0,5,1,0,0
S01012753,One person household,89,86,82,2,1,1,0,3,0,0,0
S01012753,One family household: Total,137,134,131,2,0,1,0,2,1,0,0
S01012753,One family household: All aged 65 and over,10,10,10,0,0,0,0,0,0,0,0
S01012753,One family household: Couple family,72,70,67,2,0,1,0,2,0,0,0
S01012753,One family household: Lone parent,55,54,54,0,0,0,0,0,1,0,0
S01012753,Other household types,9,9,9,0,0,0,0,0,0,0,0
S01012754,All households,255,254,244,5,3,2,0,1,0,0,0
S01012754,One person household,98,98,95,0,2,1,0,0,0,0,0
S01012754,One family household: Total,147,146,140,4,1,1,0,1,0,0,0
S01012754,One family household: All aged 65 and over,16,16,16,0,0,0,0,0,0,0,0
S01012754,One family household: Couple family,100,100,95,4,0,1,0,0,0,0,0
S01012754,One family household: Lone parent,31,30,29,0,1,0,0,1,0,0,0
S01012754,Other household types,10,10,9,1,0,0,0,0,0,0,0
S01012755,All households,280,276,266,6,1,3,1,3,0,0,0
S01012755,One person household,149,147,144,1,0,2,1,1,0,0,0
S01012755,One family household: Total,120,118,111,5,1,1,0,2,0,0,0
S01012755,One family household: All aged 65 and over,12,12,11,1,0,0,0,0,0,0,0
S01012755,One family household: Couple family,60,58,54,3,1,0,0,2,0,0,0
S01012755,One family household: Lone parent,48,48,46,1,0,1,0,0,0,0,0
S01012755,Other household types,11,11,11,0,0,0,0,0,0,0,0
S01012756,All households,271,267,252,10,4,1,0,0,0,4,0
S01012756,One person household,125,121,114,6,1,0,0,0,0,4,0
S01012756,One family household: Total,128,128,122,3,3,0,0,0,0,0,0
S01012756,One family household: All aged 65 and over,31,31,29,0,2,0,0,0,0,0,0
S01012756,One family household: Couple family,78,78,75,2,1,0,0,0,0,0,0
S01012756,One family household: Lone parent,19,19,18,1,0,0,0,0,0,0,0
S01012756,Other household types,18,18,16,1,0,1,0,0,0,0,0
S01012757,All households,236,234,224,0,8,2,1,1,0,0,0
S01012757,One person household,93,92,89,0,2,1,0,1,0,0,0
S01012757,One family household: Total,132,131,124,0,6,1,1,0,0,0,0
S01012757,One family household: All aged 65 and over,15,15,15,0,0,0,0,0,0,0,0
S01012757,One family household: Couple family,78,77,72,0,4,1,1,0,0,0,0
S01012757,One family household: Lone parent,39,39,37,0,2,0,0,0,0,0,0
S01012757,Other household types,11,11,11,0,0,0,0,0,0,0,0
S01012758,All households,274,267,245,8,11,3,0,3,3,1,0
S01012758,One person household,97,96,86,2,6,2,0,1,0,0,0
S01012758,One family household: Total,167,162,150,6,5,1,0,2,2,1,0
S01012758,One family household: All aged 65 and over,14,14,10,1,3,0,0,0,0,0,0
S01012758,One family household: Couple family,109,105,98,5,1,1,0,2,1,1,0
S01012758,One family household: Lone parent,44,43,42,0,1,0,0,0,1,0,0
S01012758,Other household types,10,9,9,0,0,0,0,0,1,0,0
S01012759,All households,342,341,327,7,6,1,0,0,1,0,0
S01012759,One person household,144,143,134,4,4,1,0,0,1,0,0
S01012759,One family household: Total,184,184,179,3,2,0,0,0,0,0,0
S01012759,One family household: All aged 65 and over,16,16,15,1,0,0,0,0,0,0,0
S01012759,One family household: Couple family,110,110,106,2,2,0,0,0,0,0,0
S01012759,One family household: Lone parent,58,58,58,0,0,0,0,0,0,0,0
S01012759,Other household types,14,14,14,0,0,0,0,0,0,0,0
S01012760,All households,424,419,402,7,6,4,0,3,2,0,0
S01012760,One person household,145,143,136,3,3,1,0,0,2,0,0
S01012760,One family household: Total,258,255,245,4,3,3,0,3,0,0,0
S01012760,One family household: All aged 65 and over,20,20,19,1,0,0,0,0,0,0,0
S01012760,One family household: Couple family,129,126,119,2,2,3,0,3,0,0,0
S01012760,One family household: Lone parent,109,109,107,1,1,0,0,0,0,0,0
S01012760,Other household types,21,21,21,0,0,0,0,0,0,0,0
S01012761,All households,369,366,353,5,7,1,0,2,1,0,0
S01012761,One person household,143,143,140,2,1,0,0,0,0,0,0
S01012761,One family household: Total,215,212,203,3,6,0,0,2,1,0,0
S01012761,One family household: All aged 65 and over,29,29,27,0,2,0,0,0,0,0,0
S01012761,One family household: Couple family,143,140,135,2,3,0,0,2,1,0,0
S01012761,One family household: Lone parent,43,43,41,1,1,0,0,0,0,0,0
S01012761,Other household types,11,11,10,0,0,1,0,0,0,0,0
S01012762,All households,315,310,299,5,5,1,0,4,0,0,1
S01012762,One person household,86,83,80,2,1,0,0,3,0,0,0
S01012762,One family household: Total,217,215,207,3,4,1,0,1,0,0,1
S01012762,One family household: All aged 65 and over,38,38,36,1,1,0,0,0,0,0,0
S01012762,One family household: Couple family,131,129,123,2,3,1,0,1,0,0,1
S01012762,One family household: Lone parent,48,48,48,0,0,0,0,0,0,0,0
S01012762,Other household types,12,12,12,0,0,0,0,0,0,0,0
S01012763,All households,178,176,170,0,6,0,1,1,0,0,0
S01012763,One person household,49,49,46,0,3,0,0,0,0,0,0
S01012763,One family household: Total,121,119,116,0,3,0,1,1,0,0,0
S01012763,One family household: All aged 65 and over,12,11,11,0,0,0,1,0,0,0,0
S01012763,One family household: Couple family,63,62,60,0,2,0,0,1,0,0,0
S01012763,One family household: Lone parent,46,46,45,0,1,0,0,0,0,0,0
S01012763,Other household types,8,8,8,0,0,0,0,0,0,0,0
S01012764,All households,348,346,332,6,4,4,0,1,1,0,0
S01012764,One person household,128,127,124,2,0,1,0,1,0,0,0
S01012764,One family household: Total,199,198,189,3,4,2,0,0,1,0,0
S01012764,One family household: All aged 65 and over,20,20,19,0,1,0,0,0,0,0,0
S01012764,One family household: Couple family,117,116,111,1,3,1,0,0,1,0,0
S01012764,One family household: Lone parent,62,62,59,2,0,1,0,0,0,0,0
S01012764,Other household types,21,21,19,1,0,1,0,0,0,0,0
S01012765,All households,296,292,277,6,8,1,2,2,0,0,0
S01012765,One person household,81,80,79,0,1,0,1,0,0,0,0
S01012765,One family household: Total,204,201,187,6,7,1,1,2,0,0,0
S01012765,One family household: All aged 65 and over,20,20,18,1,1,0,0,0,0,0,0
S01012765,One family household: Couple family,142,139,128,4,6,1,1,2,0,0,0
S01012765,One family household: Lone parent,42,42,41,1,0,0,0,0,0,0,0
S01012765,Other household types,11,11,11,0,0,0,0,0,0,0,0
S01012766,All households,358,349,337,7,5,0,1,2,5,0,1
S01012766,One person household,82,76,73,2,1,0,0,0,5,0,1
S01012766,One family household: Total,261,259,250,5,4,0,1,1,0,0,0
S01012766,One family household: All aged 65 and over,25,25,24,0,1,0,0,0,0,0,0
S01012766,One family household: Couple family,159,157,150,4,3,0,1,1,0,0,0
S01012766,One family household: Lone parent,77,77,76,1,0,0,0,0,0,0,0
S01012766,Other household types,15,14,14,0,0,0,0,1,0,0,0
S01012767,All households,228,228,214,6,8,0,0,0,0,0,0
S01012767,One person household,35,35,29,3,3,0,0,0,0,0,0
S01012767,One family household: Total,192,192,184,3,5,0,0,0,0,0,0
S01012767,One family household: All aged 65 and over,25,25,24,0,1,0,0,0,0,0,0
S01012767,One family household: Couple family,149,149,144,2,3,0,0,0,0,0,0
S01012767,One family household: Lone parent,18,18,16,1,1,0,0,0,0,0,0
S01012767,Other household types,1,1,1,0,0,0,0,0,0,0,0
S01012768,All households,291,291,278,8,4,1,0,0,0,0,0
S01012768,One person household,39,39,37,1,1,0,0,0,0,0,0
S01012768,One family household: Total,248,248,237,7,3,1,0,0,0,0,0
S01012768,One family household: All aged 65 and over,33,33,32,0,1,0,0,0,0,0,0
S01012768,One family household: Couple family,187,187,178,6,2,1,0,0,0,0,0
S01012768,One family household: Lone parent,28,28,27,1,0,0,0,0,0,0,0
S01012768,Other household types,4,4,4,0,0,0,0,0,0,0,0
S01012769,All households,152,150,140,4,2,4,0,1,1,0,0
S01012769,One person household,26,26,25,0,1,0,0,0,0,0,0
S01012769,One family household: Total,117,115,107,3,1,4,0,1,1,0,0
S01012769,One family household: All aged 65 and over,6,6,5,1,0,0,0,0,0,0,0
S01012769,One family household: Couple family,100,98,91,2,1,4,0,1,1,0,0
S01012769,One family household: Lone parent,11,11,11,0,0,0,0,0,0,0,0
S01012769,Other household types,9,9,8,1,0,0,0,0,0,0,0
S01012770,All households,408,402,381,9,9,3,0,5,1,0,0
S01012770,One person household,160,157,151,2,4,0,0,3,0,0,0
S01012770,One family household: Total,230,227,216,6,3,2,0,2,1,0,0
S01012770,One family household: All aged 65 and over,28,28,26,1,1,0,0,0,0,0,0
S01012770,One family household: Couple family,150,148,139,5,2,2,0,1,1,0,0
S01012770,One family household: Lone parent,52,51,51,0,0,0,0,1,0,0,0
S01012770,Other household types,18,18,14,1,2,1,0,0,0,0,0
S01012771,All households,357,356,330,14,8,4,0,1,0,0,0
S01012771,One person household,162,162,148,8,5,1,0,0,0,0,0
S01012771,One family household: Total,177,177,166,5,3,3,0,0,0,0,0
S01012771,One family household: All aged 65 and over,22,22,22,0,0,0,0,0,0,0,0
S01012771,One family household: Couple family,109,109,100,4,2,3,0,0,0,0,0
S01012771,One family household: Lone parent,46,46,44,1,1,0,0,0,0,0,0
S01012771,Other household types,18,17,16,1,0,0,0,1,0,0,0
S01012772,All households,285,285,279,2,3,1,0,0,0,0,0
S01012772,One person household,78,78,76,0,2,0,0,0,0,0,0
S01012772,One family household: Total,188,188,184,2,1,1,0,0,0,0,0
S01012772,One family household: All aged 65 and over,22,22,21,0,1,0,0,0,0,0,0
S01012772,One family household: Couple family,98,98,95,2,0,1,0,0,0,0,0
S01012772,One family household: Lone parent,68,68,68,0,0,0,0,0,0,0,0
S01012772,Other household types,19,19,19,0,0,0,0,0,0,0,0
S01012773,All households,391,383,368,5,8,2,0,6,1,0,1
S01012773,One person household,126,122,116,1,3,2,0,2,1,0,1
S01012773,One family household: Total,243,240,231,4,5,0,0,3,0,0,0
S01012773,One family household: All aged 65 and over,28,28,27,0,1,0,0,0,0,0,0
S01012773,One family household: Couple family,149,146,138,4,4,0,0,3,0,0,0
S01012773,One family household: Lone parent,66,66,66,0,0,0,0,0,0,0,0
S01012773,Other household types,22,21,21,0,0,0,0,1,0,0,0
S01012774,All households,408,402,379,16,2,5,1,3,2,0,0
S01012774,One person household,160,158,145,9,0,4,1,1,0,0,0
S01012774,One family household: Total,235,231,221,7,2,1,0,2,2,0,0
S01012774,One family household: All aged 65 and over,19,19,19,0,0,0,0,0,0,0,0
S01012774,One family household: Couple family,167,164,154,7,2,1,0,2,1,0,0
S01012774,One family household: Lone parent,49,48,48,0,0,0,0,0,1,0,0
S01012774,Other household types,13,13,13,0,0,0,0,0,0,0,0
S01012775,All households,211,211,201,5,3,2,0,0,0,0,0
S01012775,One person household,95,95,89,3,2,1,0,0,0,0,0
S01012775,One family household: Total,104,104,100,2,1,1,0,0,0,0,0
S01012775,One family household: All aged 65 and over,19,19,19,0,0,0,0,0,0,0,0
S01012775,One family household: Couple family,66,66,62,2,1,1,0,0,0,0,0
S01012775,One family household: Lone parent,19,19,19,0,0,0,0,0,0,0,0
S01012775,Other household types,12,12,12,0,0,0,0,0,0,0,0
S01012776,All households,359,356,348,5,3,0,2,1,0,0,0
S01012776,One person household,131,130,128,1,1,0,1,0,0,0,0
S01012776,One family household: Total,214,212,206,4,2,0,1,1,0,0,0
S01012776,One family household: All aged 65 and over,19,19,18,1,0,0,0,0,0,0,0
S01012776,One family household: Couple family,143,141,137,3,1,0,1,1,0,0,0
S01012776,One family household: Lone parent,52,52,51,0,1,0,0,0,0,0,0
S01012776,Other household types,14,14,14,0,0,0,0,0,0,0,0
S01012777,All households,365,358,333,13,6,6,1,3,2,0,1
S01012777,One person household,82,80,77,1,2,0,1,1,0,0,0
S01012777,One family household: Total,269,264,243,12,4,5,0,2,2,0,1
S01012777,One family household: All aged 65 and over,5,5,4,0,0,1,0,0,0,0,0
S01012777,One family household: Couple family,225,221,203,10,4,4,0,2,1,0,1
S01012777,One family household: Lone parent,39,38,36,2,0,0,0,0,1,0,0
S01012777,Other household types,14,14,13,0,0,1,0,0,0,0,0
S01012778,All households,295,289,275,9,2,3,1,5,0,0,0
S01012778,One person household,70,70,68,1,1,0,0,0,0,0,0
S01012778,One family household: Total,211,205,195,8,1,1,1,5,0,0,0
S01012778,One family household: All aged 65 and over,7,7,7,0,0,0,0,0,0,0,0
S01012778,One family household: Couple family,140,138,132,5,1,0,0,2,0,0,0
S01012778,One family household: Lone parent,64,60,56,3,0,1,1,3,0,0,0
S01012778,Other household types,14,14,12,0,0,2,0,0,0,0,0
S01012779,All households,200,194,178,8,3,5,0,6,0,0,0
S01012779,One person household,75,71,64,4,1,2,0,4,0,0,0
S01012779,One family household: Total,116,114,106,4,2,2,0,2,0,0,0
S01012779,One family household: All aged 65 and over,1,1,1,0,0,0,0,0,0,0,0
S01012779,One family household: Couple family,72,70,65,3,1,1,0,2,0,0,0
S01012779,One family household: Lone parent,43,43,40,1,1,1,0,0,0,0,0
S01012779,Other household types,9,9,8,0,0,1,0,0,0,0,0
S01012780,All households,346,338,318,7,7,6,0,7,1,0,0
S01012780,One person household,134,132,125,2,3,2,0,2,0,0,0
S01012780,One family household: Total,197,193,181,5,4,3,0,3,1,0,0
S01012780,One family household: All aged 65 and over,20,20,17,1,2,0,0,0,0,0,0
S01012780,One family household: Couple family,97,95,91,1,0,3,0,1,1,0,0
S01012780,One family household: Lone parent,80,78,73,3,2,0,0,2,0,0,0
S01012780,Other household types,15,13,12,0,0,1,0,2,0,0,0
S01012781,All households,300,295,274,15,0,6,1,3,0,0,1
S01012781,One person household,88,86,79,6,0,1,1,1,0,0,0
S01012781,One family household: Total,204,201,187,9,0,5,0,2,0,0,1
S01012781,One family household: All aged 65 and over,31,30,30,0,0,0,0,1,0,0,0
S01012781,One family household: Couple family,143,141,128,8,0,5,0,1,0,0,1
S01012781,One family household: Lone parent,30,30,29,1,0,0,0,0,0,0,0
S01012781,Other household types,8,8,8,0,0,0,0,0,0,0,0
S01012782,All households,313,305,293,7,1,4,0,3,0,0,5
S01012782,One person household,131,124,122,2,0,0,0,3,0,0,4
S01012782,One family household: Total,164,163,154,5,1,3,0,0,0,0,1
S01012782,One family household: All aged 65 and over,15,15,15,0,0,0,0,0,0,0,0
S01012782,One family household: Couple family,81,80,73,4,1,2,0,0,0,0,1
S01012782,One family household: Lone parent,68,68,66,1,0,1,0,0,0,0,0
S01012782,Other household types,18,18,17,0,0,1,0,0,0,0,0
