time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percentage
2018,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement end other than due to childs behaviour,2820,5
2018,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement ends due to childs behaviour,6400,12
2018,Reporting year,National,E92000001,England,Gender,Total,Change in the status of a placement only,7770,14
2018,Reporting year,National,E92000001,England,Gender,Total,Change to/Implementation of care plan,18990,35
2018,Reporting year,National,E92000001,England,Gender,Total,Child requests placement to end,2270,4
2018,Reporting year,National,E92000001,England,Gender,Total,Custody,z,z
2018,Reporting year,National,E92000001,England,Gender,Total,Other,12490,23
2018,Reporting year,National,E92000001,England,Gender,Total,Resignation or closure of provision,400,1
2018,Reporting year,National,E92000001,England,Gender,Total,Responsible/Area authority requests placement to end,1170,2
2018,Reporting year,National,E92000001,England,Gender,Total,Standards of care concern,670,1
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,All Placements,35790,67
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Allegation (s47),410,1
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Approval removed,100,~
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement end other than due to childs behaviour,2340,7
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement ends due to childs behaviour,4210,12
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Change in the status of a placement only,5610,16
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Change to/Implementation of care plan,12530,35
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Child requests placement to end,1320,4
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Custody,z,z
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Other,7950,22
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Resignation or closure of provision,250,1
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Responsible/Area authority requests placement to end,670,2
2018,Reporting year,National,E92000001,England,Placement type,Foster placements,Standards of care concern,410,1
2018,Reporting year,National,E92000001,England,Placement type,Other placements,All Placements,600,1
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Allegation (s47),10,1
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Approval removed,c,c
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Carer requests placement end other than due to childs behaviour,30,4
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Carer requests placement ends due to childs behaviour,40,7
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Change in the status of a placement only,180,30
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Change to/Implementation of care plan,170,29
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Child requests placement to end,20,4
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Custody,z,z
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Other,140,23
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Resignation or closure of provision,c,c
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Responsible/Area authority requests placement to end,10,1
2018,Reporting year,National,E92000001,England,Placement type,Other placements,Standards of care concern,c,c
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,All Placements,3310,6
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Allegation (s47),10,~
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Approval removed,10,~
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Carer requests placement end other than due to childs behaviour,90,3
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Carer requests placement ends due to childs behaviour,460,14
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Change in the status of a placement only,310,9
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Change to/Implementation of care plan,930,28
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Child requests placement to end,330,10
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Custody,z,z
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Other,1060,32
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Resignation or closure of provision,30,1
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Responsible/Area authority requests placement to end,80,2
2018,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Standards of care concern,20,1
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,All Placements,2740,5
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Allegation (s47),10,~
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Approval removed,10,~
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Carer requests placement end other than due to childs behaviour,50,2
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Carer requests placement ends due to childs behaviour,130,5
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Change in the status of a placement only,210,8
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Change to/Implementation of care plan,1330,49
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Child requests placement to end,30,1
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Custody,z,z
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Other,870,32
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Resignation or closure of provision,20,1
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Responsible/Area authority requests placement to end,80,3
2018,Reporting year,National,E92000001,England,Placement type,Other residential settings,Standards of care concern,20,1
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,All Placements,520,1
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Allegation (s47),c,c
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Approval removed,c,c
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Carer requests placement end other than due to childs behaviour,30,6
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Carer requests placement ends due to childs behaviour,20,3
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Change in the status of a placement only,120,23
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Change to/Implementation of care plan,180,36
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Child requests placement to end,c,c
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Custody,z,z
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Other,150,29
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Resignation or closure of provision,0,0
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Responsible/Area authority requests placement to end,c,c
2018,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Standards of care concern,c,c
2018,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,All Placements,3010,6
2018,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Allegation (s47),50,2
2018,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Approval removed,40,1
