time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,in_touch,number,percentage
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,19 to 21 years,Local authority in touch with care leaver,91,91
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,19 to 21 years,Local authority not in touch with care leaver,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,19 to 21 years,Total,100,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,19 to 21 years,Young person no longer requires services,9,9
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,392,North Tyneside,E08000022,19 to 21 years,Young person refuses contact,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,17 to 18 years,Local authority in touch with care leaver,31,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,17 to 18 years,Local authority not in touch with care leaver,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,17 to 18 years,Total,31,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,17 to 18 years,Young person no longer requires services,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,17 to 18 years,Young person refuses contact,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,19 to 21 years,Local authority in touch with care leaver,83,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,19 to 21 years,Local authority not in touch with care leaver,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,19 to 21 years,Total,83,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,19 to 21 years,Young person no longer requires services,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,393,South Tyneside,E08000023,19 to 21 years,Young person refuses contact,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,17 to 18 years,Local authority in touch with care leaver,55,96
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,17 to 18 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,17 to 18 years,Total,57,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,17 to 18 years,Young person no longer requires services,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,17 to 18 years,Young person refuses contact,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,19 to 21 years,Local authority in touch with care leaver,151,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,19 to 21 years,Local authority not in touch with care leaver,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,19 to 21 years,Total,151,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,19 to 21 years,Young person no longer requires services,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,394,Sunderland,E08000024,19 to 21 years,Young person refuses contact,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,17 to 18 years,Local authority in touch with care leaver,51,94
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,17 to 18 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,17 to 18 years,Total,54,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,17 to 18 years,Young person no longer requires services,0,0
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,17 to 18 years,Young person refuses contact,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,19 to 21 years,Local authority in touch with care leaver,101,86
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,19 to 21 years,Local authority not in touch with care leaver,14,12
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,19 to 21 years,Total,118,100
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,19 to 21 years,Young person no longer requires services,c,c
2018,Reporting year,Local authority,E92000001,England,E12000001,North East,390,Gateshead,E08000037,19 to 21 years,Young person refuses contact,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,17 to 18 years,Local authority in touch with care leaver,20,91
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,17 to 18 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,17 to 18 years,Total,22,100
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,17 to 18 years,Young person no longer requires services,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,17 to 18 years,Young person refuses contact,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,19 to 21 years,Local authority in touch with care leaver,51,94
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,19 to 21 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,19 to 21 years,Total,54,100
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,19 to 21 years,Young person no longer requires services,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,876,Halton,E06000006,19 to 21 years,Young person refuses contact,0,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,17 to 18 years,Local authority in touch with care leaver,33,94
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,17 to 18 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,17 to 18 years,Total,35,100
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,17 to 18 years,Young person no longer requires services,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,17 to 18 years,Young person refuses contact,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,19 to 21 years,Local authority in touch with care leaver,85,98
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,19 to 21 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,19 to 21 years,Total,87,100
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,19 to 21 years,Young person no longer requires services,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,877,Warrington,E06000007,19 to 21 years,Young person refuses contact,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,17 to 18 years,Local authority in touch with care leaver,36,92
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,17 to 18 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,17 to 18 years,Total,39,100
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,17 to 18 years,Young person no longer requires services,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,17 to 18 years,Young person refuses contact,0,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,19 to 21 years,Local authority in touch with care leaver,58,97
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,19 to 21 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,19 to 21 years,Total,60,100
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,19 to 21 years,Young person no longer requires services,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,889,Blackburn with Darwen,E06000008,19 to 21 years,Young person refuses contact,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,17 to 18 years,Local authority in touch with care leaver,43,100
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,17 to 18 years,Local authority not in touch with care leaver,0,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,17 to 18 years,Total,43,100
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,17 to 18 years,Young person no longer requires services,0,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,17 to 18 years,Young person refuses contact,0,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,19 to 21 years,Local authority in touch with care leaver,130,94
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,19 to 21 years,Local authority not in touch with care leaver,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,19 to 21 years,Total,139,100
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,19 to 21 years,Young person no longer requires services,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,890,Blackpool,E06000009,19 to 21 years,Young person refuses contact,c,c
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,17 to 18 years,Local authority in touch with care leaver,41,100
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,17 to 18 years,Local authority not in touch with care leaver,0,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,17 to 18 years,Total,41,100
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,17 to 18 years,Young person no longer requires services,0,0
2018,Reporting year,Local authority,E92000001,England,E12000002,North West,895,Cheshire East,E06000049,17 to 18 years,Young person refuses contact,0,0
