time_period,time_identifier,geographic_level,country_name,country_code,school_phase,expenditure_type,expenditure_description,expenditure,expenditure_per_pupil
202122,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Administrative and clerical staff (E05),302.67,399
202122,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Catering staff (E06),30.71,41
202122,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Cost of other staff (E07),35.84,47
202122,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Indirect employee expenses (E08),29.76,39
202122,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Development and training (E09),14.41,19
202122,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Supply teacher insurance (E10),9.77,13
202122,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Staff related insurance (E11),3.48,5
202122,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Building maintenance and improvement (E12),100.05,132
202122,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Grounds maintenance and improvement (E13),12.76,17
202122,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Cleaning and caretaking (E14),56.56,75
202122,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Water and sewerage (E15),10.19,13
202122,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Energy (E16),70.16,93
202122,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Rates (E17),67.89,90
202122,Financial year,National,England,E92000001,Secondary,Premises related expenditure,Other occupation costs (E18),30.29,40
202122,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),167.74,221
202122,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,ICT learning resources (E20),73.94,98
202122,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Exam fees (E21),56.03,74
202122,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Administrative supplies (E22),56.51,75
202122,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Other insurance premiums (E23),18.4,24
202122,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Special facilities (E24),23.04,30
202122,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Catering supplies (E25),87,115
202122,Financial year,National,England,E92000001,Secondary,Staff related expenditure,Agency supply teaching staff (E26),75.07,99
202122,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Bought in professional services – curriculum (E27),76.25,101
202122,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",71.46,94
202122,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,"Bought in professional services, other, PFI (E28b)",103.07,136
202122,Financial year,National,England,E92000001,Secondary,Supplies and services expenditure,Total bought in professional services (E28a/b),174.53,230
202122,Financial year,National,England,E92000001,Secondary,Finance related expenditure,Loan interest (E29),0.53,1
202122,Financial year,National,England,E92000001,Secondary,Finance related expenditure,Direct revenue financing (revenue contributions to capital) (E30),31.78,42
202122,Financial year,National,England,E92000001,Secondary,Community expenditure,Community focused school staff (E31),3.42,5
202122,Financial year,National,England,E92000001,Secondary,Community expenditure,Community focused school costs (E32),1.58,2
202122,Financial year,National,England,E92000001,Secondary,Capital expenditure,Acquisition of land and existing buildings (CE01),2.03,3
202122,Financial year,National,England,E92000001,Secondary,Capital expenditure,"New construction, conversion and renovation (CE02)",42.88,57
202122,Financial year,National,England,E92000001,Secondary,Capital expenditure,"Vehicles, plant, equipment and machinery (CE03)",2.88,4
202122,Financial year,National,England,E92000001,Secondary,Capital expenditure,Information and communication technology (CE04),12.85,17
202122,Financial year,National,England,E92000001,Secondary,Total expenditure,Total supply staff costs,98.25,130
202122,Financial year,National,England,E92000001,Secondary,Total expenditure,Total staff costs,3778.61,4984
202122,Financial year,National,England,E92000001,Secondary,Total expenditure,Total premises costs,372.04,491
202122,Financial year,National,England,E92000001,Secondary,Total expenditure,Total occupation costs,314.63,415
202122,Financial year,National,England,E92000001,Secondary,Total expenditure,Total supplies and services,605,798
202122,Financial year,National,England,E92000001,Secondary,Total expenditure,Community expenditure,5,7
202122,Financial year,National,England,E92000001,Secondary,Total expenditure,Total expenditure,4995.79,6590
202122,Financial year,National,England,E92000001,Secondary,Total expenditure,Total net expenditure,4930.88,6504
202122,Financial year,National,England,E92000001,Special,Staff related expenditure,Teaching Staff (E01),763.34,8905
202122,Financial year,National,England,E92000001,Special,Staff related expenditure,Supply teaching staff (E02),6.6,77
202122,Financial year,National,England,E92000001,Special,Staff related expenditure,Education support staff (E03),701.8,8187
202122,Financial year,National,England,E92000001,Special,Staff related expenditure,Premises staff (E04),40.66,474
202122,Financial year,National,England,E92000001,Special,Staff related expenditure,Administrative and clerical staff (E05),100.3,1170
202122,Financial year,National,England,E92000001,Special,Staff related expenditure,Catering staff (E06),9.17,107
202122,Financial year,National,England,E92000001,Special,Staff related expenditure,Cost of other staff (E07),37.14,433
202122,Financial year,National,England,E92000001,Special,Staff related expenditure,Indirect employee expenses (E08),13.73,160
202122,Financial year,National,England,E92000001,Special,Staff related expenditure,Development and training (E09),10.73,125
202122,Financial year,National,England,E92000001,Special,Staff related expenditure,Supply teacher insurance (E10),5.79,68
202122,Financial year,National,England,E92000001,Special,Staff related expenditure,Staff related insurance (E11),3.66,43
202122,Financial year,National,England,E92000001,Special,Premises related expenditure,Building maintenance and improvement (E12),45.45,530
202122,Financial year,National,England,E92000001,Special,Premises related expenditure,Grounds maintenance and improvement (E13),4.37,51
202122,Financial year,National,England,E92000001,Special,Premises related expenditure,Cleaning and caretaking (E14),20.72,242
202122,Financial year,National,England,E92000001,Special,Premises related expenditure,Water and sewerage (E15),4.14,48
202122,Financial year,National,England,E92000001,Special,Premises related expenditure,Energy (E16),23.87,278
202122,Financial year,National,England,E92000001,Special,Premises related expenditure,Rates (E17),0.21,2
202122,Financial year,National,England,E92000001,Special,Premises related expenditure,Other occupation costs (E18),13.1,153
202122,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Learning resources (not ICT equipment) (E19),56.32,657
202122,Financial year,National,England,E92000001,Special,Supplies and services expenditure,ICT learning resources (E20),18.38,214
202122,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Exam fees (E21),1.92,22
202122,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Administrative supplies (E22),18.3,213
202122,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Other insurance premiums (E23),5.29,62
202122,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Special facilities (E24),9.84,115
202122,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Catering supplies (E25),26.58,310
202122,Financial year,National,England,E92000001,Special,Staff related expenditure,Agency supply teaching staff (E26),46.96,548
202122,Financial year,National,England,E92000001,Special,Supplies and services expenditure,Bought in professional services – curriculum (E27),56.82,663
202122,Financial year,National,England,E92000001,Special,Supplies and services expenditure,"Bought in professional services, other, not PFI (E28A)",39.21,457
